,0,1,2,3,4,5
0,0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,-0.23413695694918055
1,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.5425600435859647,-0.46341769281246226,-0.46572975357025687
2,0.24196227156603412,-1.913280244657798,-1.7249178325130328,-0.5622875292409727,-1.0128311203344238,0.3142473325952739
3,-0.9080240755212111,-1.4123037013352917,1.465648768921554,-0.22577630048653566,0.06752820468792384,-1.4247481862134568
4,-0.5443827245251827,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768
5,-0.6017066122293969,1.8522781845089378,-0.013497224737933914,-1.0577109289559,0.822544912103189,-1.2208436499710222
6,0.2088635950047554,-1.9596701238797756,-1.3281860488984305,0.19686123586912352,0.7384665799954104,0.1713682811899705
7,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,-0.4606387709597875,1.0571222262189157
8,0.3436182895684614,-1.763040155362734,0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679
9,1.030999522495951,0.9312801191161986,-0.8392175232226385,-0.3092123758512146,0.33126343140356396,0.9755451271223592
10,-0.47917423784528995,-0.18565897666381712,-1.1063349740060282,-1.1962066240806708,0.812525822394198,1.356240028570823
11,-0.07201012158033385,1.0035328978920242,0.36163602504763415,-0.6451197546051243,0.36139560550841393,1.5380365664659692
12,-0.03582603910995153,1.564643655814006,-2.6197451040897444,0.8219025043752238,0.08704706823817134,-0.29900735046586785
13,0.0917607765355023,-1.9875689146008928,-0.21967188783751193,0.3571125715117464,1.477894044741516,-0.5182702182736474
14,-0.8084936028931876,-0.5017570435845365,0.9154021177020741,0.32875110965968446,-0.5297602037670388,0.5132674331133561
15,0.09707754934804039,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.39210815313215763,-1.4635149481321186
16,0.29612027706457605,0.26105527217988933,0.0051134566424609,-0.23458713337514742,-1.4153707420504142,-0.42064532276535904
17,-0.3427145165267695,-0.8022772692216189,-0.16128571166600914,0.4040508568145384,1.8861859012105302,0.17457781283183896
18,0.257550390722764,-0.0744459157661671,-1.9187712152990415,-0.026513875449216878,0.06023020994102644,2.463242112485286
19,-0.19236096478112252,0.30154734233361247,-0.03471176970524331,-1.168678037619532,1.1428228145150205,0.7519330326867741
20,0.7910319470430469,-0.9093874547947389,1.4027943109360992,-1.4018510627922809,0.5868570938002703,2.1904556258099785
21,-0.9905363251306883,-0.5662977296027719,0.09965136508764122,-0.5034756541161992,-1.5506634310661327,0.06856297480602733
22,-1.0623037137261049,0.4735924306351816,-0.9194242342338034,1.5499344050175399,-0.7832532923362371,-0.3220615162056756
23,0.8135172173696698,-1.2308643164339552,0.22745993460412942,1.307142754282428,-1.6074832345612275,0.1846338585323042
24,0.2598827942484235,0.78182287177731,-1.236950710878082,-1.3204566130842763,0.5219415656168976,0.29698467323318606
25,0.25049285034587665,0.34644820949697586,-0.6800247215784908,0.23225369716100355,0.29307247329868125,-0.7143514180263678
26,1.8657745111447566,0.4738329209117875,-1.1913034972026486,0.6565536086338297,-0.9746816702273214,0.787084603742452
27,1.158595579007404,-0.8206823183517105,0.9633761292443218,0.4127809269364983,0.82206015999449,1.8967929826539474
28,-0.2453881160028705,-0.7537361643574896,-0.8895144296255233,-0.8158102849654383,-0.07710170941410412,0.3411519748166435
29,0.27669079933001905,0.8271832490360238,0.01300189187790702,1.4535340771573169,-0.2646568332379561,2.720169166589619
30,0.6256673477650062,-0.8571575564162826,-1.0708924980611123,0.4824724152431853,-0.22346278532585084,0.7140004940920919
31,0.47323762457354485,-0.07282891265687277,-0.846793718068405,-1.5148472246858646,-0.4465149520670211,0.8563987943234723
32,0.21409374413020396,-1.245738778711988,0.173180925851182,0.3853173797288368,-0.883857436201133,0.1537251059455279
33,0.058208718445999896,-1.142970297830623,0.3577873603482833,0.5607845263682344,1.083051243175277,1.053802052034903
34,-1.377669367957091,-0.9378250399151228,0.5150352672086598,0.5137859509122088,0.5150476863060478,3.8527314906547208
35,0.570890510693167,1.135565640180599,0.9540017634932023,0.651391251305798,-0.31526924464034556,0.7589692204932672
36,-0.7728252145375718,-0.23681860674000887,-0.48536354782910346,0.08187413938632256,2.3146585666735087,-1.8672651925917483
37,0.6862601903745136,-1.6127158711896519,-0.4719318657894335,1.0889505969673663,0.06428001909546277,-1.0777447779293061
38,-0.7153037092599682,0.6795977489346758,-0.7303666317171367,0.21645858958197486,0.04557183990381377,-0.6516003476058169
39,2.1439440893253257,0.6339190223180112,-2.025142586657607,0.18645431476942764,-0.661786464768388,0.852433334796224
40,-0.7925207384327007,-0.11473644146689901,0.5049872789804571,0.8657551941701215,-1.2002964070557762,-0.3345012358409484
41,-0.4749453111609562,-0.6533292325737119,1.7654542402810969,0.40498171096095553,-1.2608839543350452,0.9178619470547761
42,2.1221561970126332,1.0324652605511468,-1.5193699659540134,-0.48423407286625136,1.2669111491866227,-0.7076694656187807
43,0.44381942814622843,0.7746340534293368,-0.926930471578083,-0.05952535606180008,-3.2412673400690726,-1.0243876413342898
44,-0.2525681513931603,-1.2477831819648495,1.6324113039316352,-1.4301413779606327,-0.44004448669698376,0.13074057728609134
45,1.4412732890661155,-1.4358621511794394,1.1631637521549596,0.010233061019587049,-0.9815086510479509,0.46210347426327075
46,0.19905969557347003,-0.6002168771587947,0.06980208499001886,-0.3853135968617599,0.11351734525124799,0.6621306745210463
47,1.586016816145352,-1.237815498826849,2.1330333746562666,-1.9520877995225019,-0.15178509503558324,0.5883172064845762
48,0.2809918677350327,-0.6226995198205939,-0.20812225035727533,-0.4930009346588331,-0.5893647569442118,0.849602097021025
49,0.35701548596504734,-0.6929095952606542,0.8995998754332507,0.30729952087660933,0.8128621188389601,0.6296288419236122
50,-0.8289950109220725,-0.5601810401969697,0.7472936051232618,0.6103702654334648,-0.020901593964148132,0.117327383308782
51,1.277664895788425,-0.5915713888358299,0.5470973811700377,-0.20219265243389398,-0.21768120322722037,1.0987768519871903
52,0.8254163489880298,0.8135096360006385,1.305478807154329,0.02100384163275905,0.6819529712949639,-0.31026675659345604
53,0.3241663524884421,-0.13014305436768459,0.09699596499271819,0.5951570254369136,-0.8182206832334725,2.0923872756854602
54,-1.006017381499702,-1.2141886127877322,1.1581108735000678,0.7916626939629359,0.6241198170521551,0.6283455092642799
55,-0.012246772846914623,-0.8972543714858315,0.07580455819372633,-0.6771617115121117,0.9751197334177512,-0.14705738150213865
56,-0.8254971967925115,-0.32138584165299344,0.4129314542756245,-0.5637245528039749,-0.8222203955664315,0.2436872114919123
57,0.24496657110872277,-0.5069431753711298,-0.4710383056183228,0.2320499373576363,-1.4480843414973241,-1.4074637743765552
58,-0.718444221252436,-0.21344715171184725,0.3109075655980046,1.475356216949552,0.8576596232020194,-0.1599385299634271
59,-0.01901620790268883,-1.0025293646378088,-0.018513135992389903,-0.2886586389201379,0.3227185603380895,-0.827230943552323
60,0.5193465142411723,1.5327389130025777,-0.1087601484568576,0.40171172209894146,0.6901439917111125,-0.40122047188583626
61,0.22409248181041677,0.01259240078179486,0.09767609854883172,-0.7730097838554665,0.024510174258942696,0.4979982912454495
62,1.4511436077950417,0.9592708260852069,2.1531824575115563,-0.7673475628880495,0.8723206367206782,0.18334200573835174
63,2.1898029332176723,-0.8082982853551515,-0.8397218421807761,-0.5993926454440222,-2.123895724309807,-0.525755021680761
64,-0.759132661553698,0.15039378647620763,0.34175597577715944,1.8761708392158862,0.9504238381860503,-0.5769036556624031
65,-0.898414671348358,0.4919191715065057,-1.3202332070206422,1.8314587658543537,1.179440120721287,-0.4691756521047048
66,-1.713134529090878,1.3538723741654133,-0.11453984525261789,1.2378163119734618,-1.594427658794367,-0.5993750229537729
67,0.005243699718183166,0.046980593764742055,-0.45006547147924364,0.6228499323474987,-1.0676204293825944,-0.1423794850212935
68,0.12029563171189886,0.514438834058749,0.7116148780888896,-1.124642091837869,-1.5341141707356223,1.277676821898509
69,0.33231401197959165,-0.7484865365565536,1.551151975522523,0.11567463429285867,1.1792971840638264,0.06751848141010895
70,2.060747924881987,1.7553408424432044,-0.2489641484790735,0.9715709509543554,0.6453759495851475,1.3686315575323487
71,-0.9649234605801045,0.6860514599984393,1.0584244868495878,-1.7587394864231143,-1.183258512665775,-2.0392321777601006
72,-0.26940683444455765,0.7175422557959621,1.502357052096028,0.07409478041977519,1.6286155455712918,-1.3801014582148914
73,-1.7033824393551547,-0.05554769889661878,0.3840654489393073,-0.03269474809409311,-2.0674421000398766,-0.08912003951278841
74,-1.3044695005048532,0.6696725488300385,0.36659824609684827,-0.9398797863273552,-0.5138669173366935,-1.0592135218889516
75,-0.06267909727317188,0.9551423205012383,-0.9857260463355437,0.5040465155178444,-0.5302576183724408,-0.7928728322623442
76,-0.10703035995455783,-1.035242322419374,-0.553649305347182,-1.1978778925888485,1.9647251329163893,0.03526355197172861
77,-0.6997255079925854,0.21397991073422196,-0.11232804969082963,-0.2209695995332226,0.6141667000434252,0.7575077100473051
